princeton,city_name,state_code,distance_learning,tuition,website,gpa,SAT,ACT
Southwestern Michigan College,Dowagiac,MI,0,0,http://www.swmich.edu,3.08,1333,30
Southwestern Oklahoma State University,Weatherford,OK,0,0,http://www.swosu.edu,3.24,1289,29
Southwestern Oregon Community College,Coos Bay,OR,0,0,http://www.socc.edu,3.08,1312,29
Southwestern University,Georgetown,TX,1,23120,http://www.southwestern.edu,3.26,1121,25
Sowela Technical Community College,Lake Charles,LA,0,0,http://www.sowela.edu,3.23,1367,31
Spalding University,Louisville,KY,1,17564,http://www.spalding.edu,3.24,1103,25
Spartan College of Aeronautics and Technology,Tulsa,OK,0,0,http://www.spartan.edu,3.25,1422,32
Spartanburg Community College,Spartanburg,SC,0,0,http://www.sccsc.edu,3.45,1189,27
Spartanburg Methodist College,Spartanburg,SC,0,12603,http://www.smcsc.edu/,3.47,1378,31
Spelman College,Atlanta,GA,0,0,http://www.spelman.edu,3.48,1176,26
Spencerian College,Louisville,KY,0,0,http://www.spencerian.edu,3.68,1403,31
Spencerian College-Lexington,Lexington,KY,0,0,http://www.spencerian.edu,3.61,1253,28
Spertus College,Chicago,IL,0,0,http://www.spertus.edu,3.41,1351,30
Spokane Community College,Spokane,WA,0,0,http://www.scc.spokane.edu,3.29,1152,26
Spokane Falls Community College,Spokane,WA,0,0,http://www.spokanefalls.edu,3.34,1385,31
Spoon River College,Canton,IL,0,0,http://www.src.edu,3.56,1439,32
Spring Arbor University,Spring Arbor,MI,1,15221,http://www.arbor.edu,3.51,1391,31
Spring Hill College,Mobile,AL,1,18151,http://www.shc.edu,3.04,1383,31
Springfield College,Springfield,MA,0,0,http://www.spfldcol.edu,3.41,1153,26
Springfield College in Illinois,Springfield,IL,0,0,http://www.ben.edu/springfield,3.27,1125,25
Springfield Technical Community College,Springfield,MA,0,0,http://www.stcc.edu,3.06,1360,30
St Bernard's School of Theology and Ministry,Rochester,NY,0,0,http://www.stbernards.edu,3.5,1179,26
St Catherine University,Saint Paul,MN,1,21923,http://www.stkate.edu,3.26,1195,27
St Charles Community College,Cottleville,MO,0,0,http://www.stchas.edu,3.33,1373,31
St Clair County Community College,Port Huron,MI,0,0,http://www.sc4.edu,3.61,1360,30
St Francis Medical Center-School of Radiologic Technology,Trenton,NJ,0,0,http://www.stfrancismedical.com,3.15,1245,28
St James Mercy Hospital School of Radiologic Science,Hornell,NY,0,0,http://www.stjamesmercy.org,3.47,1419,32
St John's College,Annapolis,MD,0,0,http://www.stjohnscollege.edu,3.42,1260,28
St John's College,Santa Fe,NM,0,0,http://www.stjohnscollege.edu,3.5,1416,32
St John's Seminary,Camarillo,CA,0,0,http://www.stjohnsem.edu,3.23,1194,27
St John's University-New York,Queens,NY,0,25840,http://www.stjohns.edu,3.03,1370,31
St Johns College,Springfield,IL,1,0,http://www.stjohnscollegespringfield.edu,3.51,1345,30
St Johns Hospital School of Clinical Lab Science,Springfield,IL,0,0,http://www.st-johns.org,3.64,1219,27
St Joseph School of Nursing,Nashua,NH,0,22788,http://www.sjhacademiccenter.org,3.06,1251,28
St Joseph School of Nursing,North Providence,RI,0,17477,http://www.nursingri.com,3.03,1175,26
St Joseph's College of Nursing at St Joseph's Hospital Health Center,Syracuse,NY,0,20919,http://www.sjhsyr.org/sjhhc/sjhcon/,3.34,1290,29
St Lawrence University,Canton,NY,0,0,http://www.stlawu.edu,3,1199,27
St Louis College of Health Careers,Saint Louis,MO,0,0,http://www.slchc.com,3.61,1295,29
St Louis College of Health Careers,Fenton,MO,0,0,http://www.slchc.com,3.31,1193,27
St Louis College of Pharmacy,Saint Louis,MO,0,0,http://www.stlcop.edu,3.14,1362,30
St Luke's College,Sioux City,IA,1,15797,http://www.stlukescollege.edu,3.69,1399,31
St Mary's College of Maryland,Saint Mary's City,MD,0,0,http://www.smcm.edu,3.58,1339,30
St Mary's Seminary & University,Baltimore,MD,0,0,http://www.stmarys.edu,3.19,1152,26
St Olaf College,Northfield,MN,0,26276,http://www.stolaf.edu,3.12,1235,28
St Petersburg College,Clearwater,FL,0,0,http://www.spcollege.edu,3.58,1139,25
St Philips College,San Antonio,TX,0,0,http://www.accd.edu/spc/main/mission.aspx,3.05,1379,31
St Vincent's College,Bridgeport,CT,1,14910,http://www.stvincentscollege.edu,3.14,1405,31
St. Andrews University,Laurinburg,NC,0,22649,http://www.sapc.edu,3.44,1277,29
St. Bonaventure University,Saint Bonaventure,NY,1,19309,http://www.sbu.edu,3.11,1317,29
St. Francis College,Brooklyn Heights,NY,0,0,http://www.stfranciscollege.edu,3.51,1308,29
St. Mary's University,San Antonio,TX,1,17714,http://www.stmarytx.edu/,3.22,1244,28
St. Thomas University,Miami Gardens,FL,0,17979,http://www.stu.edu,3.27,1321,30
Stanford University,Stanford,CA,0,0,http://www.stanford.edu/,3.06,1475,33
Stanly Community College,Albemarle,NC,0,0,http://www.stanly.edu,3.54,1329,30
Stark State College of Technology,North Canton,OH,0,0,http://www.starkstate.edu,3.13,1356,30
Starr King School for Ministry,Berkeley,CA,0,0,http://www.sksm.edu,3.68,1188,27
State Board for Community and Junior Colleges,Jackson,MS,0,0,http://www.sbcjc.cc.ms.us,3.63,1341,30
State Center Community College District,Fresno,CA,0,0,http://www.scccd.edu,3.04,1149,26
State Fair Community College,Sedalia,MO,0,0,http://sfccmo.edu,3.34,1187,26
Stautzenberger College,Maumee,OH,0,0,http://www.sctoday.edu,3.1,1387,31
Stautzenberger College-Brecksville,Strongsville,OH,0,0,http://www.sctoday.edu,3.68,1227,27
Stephen F Austin State University,Nacogdoches,TX,0,0,http://www.sfasu.edu,3.11,1219,27
Stephens College,Columbia,MO,0,0,http://www.stephens.edu,3.21,1101,25
Sterling College,Craftsbury Common,VT,0,0,http://www.sterlingcollege.edu,3.57,1370,31
Stetson University,DeLand,FL,0,0,http://www.stetson.edu,3.47,1130,25
Stevens Henager College-Logan,Logan,UT,0,0,,3.63,1162,26
Stevens Institute of Technology,Hoboken,NJ,0,0,http://www.stevens.edu,3.15,1352,30
Stevens-Henager College,Murray,UT,0,0,http://www.stevenshenager.edu,3.24,1301,29
Stevens-Henager College of Business-Provo,Orem,UT,0,0,http://www.stevenshenager.edu,3.11,1276,29
Stevens-Henager College-Ogden,West Haven,UT,0,0,http://stevenshenager.edu,3.56,1308,29
Stevenson University,Stevenson,MD,0,0,http://www.vjc.edu,3.11,1326,30
Stillman College,Tuscaloosa,AL,0,16398,http://www.stillman.edu,3.53,1322,30
Stone Child College,Box Elder,MT,0,0,http://btc.montana.edu/scc,3.49,1137,25
Stonehill College,Easton,MA,1,31903,http://www.stonehill.edu,3.08,1115,25
Stony Brook University,Stony Brook,NY,0,0,http://www.stonybrook.edu,3.12,1269,28
Stratford University,Falls Church,VA,0,0,http://www.stratford.edu,3,1130,25
Strayer University,Washington,DC,0,0,http://www.strayer.edu,3.17,1149,26
Suffolk County Community College,Selden,NY,0,0,http://www3.sunysuffolk.edu,3.49,1162,26
Suffolk University,Boston,MA,0,0,http://www.suffolk.edu,3.43,1428,32
Sul Ross State University,Alpine,TX,0,0,http://www.sulross.edu,3.01,1424,32
Sullivan County Community College,Loch Sheldrake,NY,0,0,http://www.sullivan.suny.edu/,3.3,1323,30
Sullivan University,Louisville,KY,0,0,http://www.sullivan.edu,3.47,1204,27
SUM Bible College and Theological Seminary,Oakland,CA,1,18361,http://www.sum.edu,3.23,1354,30
Summit Christian College,Gering,NE,0,8437,http://www.summitcc.net,3.45,1123,25
Sunbridge College,Spring Valley,NY,0,0,http://www.sunbridge.edu,3.58,1166,26
SUNY at Albany,Albany,NY,0,0,http://www.albany.edu,3.18,1334,30
SUNY at Binghamton,Binghamton,NY,0,0,http://www.binghamton.edu,3.1,1162,26
SUNY at Fredonia,Fredonia,NY,0,0,http://www.fredonia.edu,3.2,1100,25
SUNY at Geneseo,Geneseo,NY,0,0,http://www.geneseo.edu/,3.29,1175,26
SUNY at Purchase College,Purchase,NY,0,0,http://www.purchase.edu,3.26,1196,27
SUNY College at Brockport,Brockport,NY,0,0,http://www.brockport.edu,3.4,1325,30
SUNY College at Buffalo,Buffalo,NY,0,0,http://www.buffalostate.edu,3,1277,29
SUNY College at Cortland,Cortland,NY,0,0,http://www.cortland.edu,3.12,1354,30
SUNY College at New Paltz,New Paltz,NY,0,0,http://www.newpaltz.edu,3.13,1119,25
SUNY College at Old Westbury,Old Westbury,NY,0,0,http://www.oldwestbury.edu,3.6,1214,27
SUNY College at Oneonta,Oneonta,NY,0,0,http://www.oneonta.edu,3.53,1363,30
SUNY College at Oswego,Oswego,NY,0,0,http://www.oswego.edu/,3.46,1393,31
SUNY College at Plattsburgh,Plattsburgh,NY,0,0,http://www.plattsburgh.edu,3.03,1349,30
SUNY College at Postdam,Potsdam,NY,0,0,http://www.potsdam.edu,3.03,1326,30
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,0,0,http://www.cobleskill.edu/,3.65,1179,26
SUNY College of Environmental Science and Forestry,Syracuse,NY,0,0,http://www.esf.edu,3.67,1114,25
SUNY College of Optometry,New York,NY,0,0,http://www.sunyopt.edu,3.3,1340,30
SUNY College of Technology at Alfred,Alfred,NY,0,0,http://www.alfredstate.edu,3.09,1342,30
SUNY College of Technology at Canton,Canton,NY,0,0,http://www.canton.edu,3.6,1174,26
SUNY College of Technology at Delhi,Delhi,NY,0,0,http://www.delhi.edu,3.29,1426,32
SUNY Empire State College,Saratoga Springs,NY,0,0,http://www.esc.edu,3.46,1301,29
SUNY Health Science Center at Brooklyn,Brooklyn,NY,0,0,http://www.downstate.edu/,3.3,1409,32
SUNY Health Science Center at Syracuse,Syracuse,NY,0,0,http://www.upstate.edu,3.15,1294,29
SUNY Institute of Technology at Utica-Rome,Utica,NY,0,0,http://www.sunyit.edu,3.38,1160,26
SUNY Maritime College,Bronx,NY,0,0,http://www.sunymaritime.edu,3.63,1149,26
SUNY Westchester Community College,Valhalla,NY,0,0,http://www.sunywcc.edu,3.49,1224,27
SUNY-System Office,Albany,NY,0,0,http://www.suny.edu,3.6,1129,25
Surry Community College,Dobson,NC,0,0,http://www.surry.edu,3.21,1238,28
Susquehanna University,Selinsgrove,PA,1,25564,http://www.susqu.edu,3.51,1357,30
Sussex County Community College,Newton,NJ,0,0,http://www.sussex.edu,3.52,1280,29
Swainsboro Technical College,Swainsboro,GA,0,0,http://www.swainsborotech.edu,3.64,1199,27
Swarthmore College,Swarthmore,PA,0,0,http://www.swarthmore.edu,3.31,1434,32
Swedish Institute College of Health Sciences,New York,NY,0,0,http://www.swedishinstitute.edu,3.31,1443,32
Sweet Briar College,Sweet Briar,VA,0,0,http://www.sbc.edu,3.24,1311,29
Syracuse University,Syracuse,NY,0,0,http://syr.edu/,3.55,1175,26
Tabor College,Hillsboro,KS,0,19985,http://www.tabor.edu,3.69,1382,31
Tacoma Community College,Tacoma,WA,0,0,http://www.tacomacc.edu,3.3,1101,25
Taft College,Taft,CA,0,0,http://www.taftcollege.edu,3.22,1321,30
Tai Sophia Institute,Laurel,MD,0,0,http://www.tai.edu,3.04,1286,29
Talladega College,Talladega,AL,1,13129,http://www.talladega.edu,3.62,1188,27
Tallahassee Community College,Tallahassee,FL,0,0,http://www.tcc.fl.edu,3.31,1436,32
Talmudic College of Florida,Miami Beach,FL,0,0,http://talmudicu.edu,3.39,1338,30
Talmudical Academy-New Jersey,Adelphia,NJ,0,0,,3.62,1198,27
Talmudical Institute of Upstate New York,Rochester,NY,0,0,,3.62,1365,31
Talmudical Seminary Oholei Torah,Brooklyn,NY,0,0,,3.67,1221,27
Talmudical Yeshiva of Philadelphia,Philadelphia,PA,0,0,,3.22,1243,28
Tarleton State University,Stephenville,TX,0,0,http://www.tarleton.edu,3.05,1261,28
Tarrant County College District,Fort Worth,TX,0,0,http://www.tccd.edu,3.2,1360,30
Taylor Business Institute,Chicago,IL,0,0,http://www.tbiil.edu,3.53,1443,32
Taylor University,Upland,IN,1,24392,http://www.taylor.edu,3.69,1215,27
Teachers College at Columbia University,New York,NY,0,0,http://www.tc.columbia.edu,3.64,1447,32
Technical Career Institutes,New York,NY,0,0,http://www.tcicollege.net,3.44,1224,27
Technical College of the Lowcountry,Beaufort,SC,0,0,http://www.tcl.edu,3.54,1374,31
Technology Education College,Columbus,OH,0,0,http://teceducation.com,3.42,1310,29
Teikyo Loretto Heights University,Denver,CO,0,0,http://www.tlhu.edu,3.14,1392,31
Telshe Yeshiva-Chicago,Chicago,IL,0,0,,3.39,1251,28
Temple College,Temple,TX,0,0,http://www.templejc.edu,3.14,1373,31
Temple University,Philadelphia,PA,0,0,http://www.temple.edu,3.21,1424,32
Tennessee Board of Regents,Nashville,TN,0,0,http://www.tbr.edu,3.56,1277,29
Tennessee State University,Nashville,TN,0,0,http://www.tnstate.edu,3.22,1140,25
Tennessee Technological University,Cookeville,TN,0,0,http://www.tntech.edu,3.37,1115,25
Tennessee Temple University,Chattanooga,TN,0,18198,http://www.tntemple.edu,3.65,1445,32
Tennessee Wesleyan College,Athens,TN,1,11585,http://www.twcnet.edu,3.51,1175,26
Terra State Community College,Fremont,OH,0,0,http://www.terra.edu,3.65,1433,32
TESST College of Technology-Alexandria,Alexandria,VA,0,0,http://tesst.com,3.4,1323,30
TESST College of Technology-Baltimore,Baltimore,MD,0,0,http://www.tesst.com,3.02,1395,31
TESST College of Technology-Beltsville,Beltsville,MD,0,0,http://www.tesst.com,3.39,1337,30
TESST College of Technology-Towson,Towson,MD,0,0,http://tesst.com,3.4,1138,25
Texarkana College,Texarkana,TX,0,0,http://www.texarkanacollege.edu,3.17,1163,26
Texas A & M International University,Laredo,TX,0,0,http://tamiu.edu,3.62,1446,32
Texas A & M University,College Station,TX,0,0,http://www.tamu.edu,3.67,1185,26
Texas A & M University at Galveston,Galveston,TX,0,0,http://www.tamug.edu,3.2,1266,28
Texas A & M University-Commerce,Commerce,TX,0,0,http://www.tamu-commerce.edu,3.63,1147,26
Texas A & M University-Corpus Christi,Corpus Christi,TX,0,0,http://www.tamucc.edu,3.24,1398,31
Texas A & M University-Kingsville,Kingsville,TX,0,0,http://www.tamuk.edu,3.29,1371,31
Texas A & M University-Texarkana,Texarkana,TX,0,0,http://www.tamut.edu,3.13,1223,27
Texas A&M Health Science Center,College Station,TX,0,0,http://tamhsc.edu/,3.69,1166,26
Texas Chiropractic College Foundation Inc,Pasadena,TX,0,0,http://www.txchiro.edu,3.01,1138,25
Texas Christian University,Fort Worth,TX,1,28097,http://www.tcu.edu/,3.67,1203,27
Texas College,Tyler,TX,0,13438,http://www.texascollege.edu,3.7,1431,32
Texas College of Traditional Chinese Medicine,Austin,TX,0,0,http://www.texastcm.edu,3.46,1182,26
Texas County Technical Institute,Houston,MO,0,0,http://www.texascountytech.edu,3.54,1102,25
Texas Culinary Academy,Austin,TX,0,0,http://www.tca.edu,3.39,1294,29
Texas Lutheran University,Seguin,TX,1,16892,http://www.tlu.edu,3.6,1272,28
Texas Southern University,Houston,TX,0,0,http://www.tsu.edu,3.39,1220,27
Texas Southmost College,Brownsville,TX,0,0,http://www.utb.edu,3.7,1409,32
Texas State Technical College Waco,Waco,TX,0,0,http://www.waco.tstc.edu,3.63,1285,29
Texas State Technical College-Harlingen,Harlingen,TX,0,0,http://www.harlingen.tstc.edu,3.31,1285,29
Texas State Technical College-Marshall,Marshall,TX,0,0,http://www.marshall.tstc.edu,3.6,1326,30
Texas State Technical College-System,Waco,TX,0,0,http://www.tstc.edu,3.43,1236,28
Texas State Technical College-West Texas,Sweetwater,TX,0,0,http://www.westtexas.tstc.edu,3.08,1363,30
Texas State University-San Marcos,San Marcos,TX,0,0,http://www.txstate.edu,3.67,1387,31
Texas Tech University,Lubbock,TX,0,0,http://www.ttu.edu,3.42,1434,32
Texas Tech University Health Sciences Center,Lubbock,TX,0,0,http://www.ttuhsc.edu,3.42,1190,27
Texas Tech University System Administration,Lubbock,TX,0,0,http://www.texastech.edu,3.04,1121,25
Texas Wesleyan University,Fort Worth,TX,1,14483,http://www.txwes.edu,3.19,1228,27
Texas Woman's University,Denton,TX,0,0,http://www.twu.edu,3.19,1364,31
Thaddeus Stevens College of Technology,Lancaster,PA,0,0,http://www.stevenscollege.edu,3.2,1360,30
The Art Center Design College-Albuquerque,Albuquerque,NM,0,0,http://www.theartcenter.edu,3.62,1147,26
The Art Center Design College-Tucson,Tucson,AZ,0,0,http://www.theartcenter.edu,3.56,1426,32
The Art Institute of Atlanta,Atlanta,GA,0,0,http://www.aia.artinstitutes.edu,3.14,1445,32
The Art Institute of California-Hollywood,Los Angeles,CA,0,0,http://www.aicdc.artinstitutes.edu,3.25,1124,25
The Art Institute of California-Inland Empire,San Bernardino,CA,0,0,http://www.artinstitutes.edu/inlandempire,3.16,1242,28
The Art Institute of California-Los Angeles,Santa Monica,CA,0,0,http://www.aila.artinstitutes.edu/,3.45,1174,26
The Art Institute of California-Orange County,Santa Ana,CA,0,0,http://www.aicaoc.artinstitutes.edu,3.38,1349,30
The Art Institute of California-Sacramento,Sacramento,CA,0,0,,3.62,1103,25
The Art Institute of California-San Diego,San Diego,CA,0,0,http://www.aica.artinstitutes.edu,3.29,1121,25
The Art Institute of California-San Francisco,San Francisco,CA,0,0,http://www.aicasf.aii.edu,3.41,1382,31
The Art Institute of Charleston,Charleston,SC,0,0,http://www.artinstitutes.edu/charleston,3.61,1159,26
The Art Institute of Charlotte,Charlotte,NC,0,0,http://www.aich.artinstitutes.edu/charlotte,3.49,1291,29
The Art Institute of Cincinnati,Cincinnati,OH,0,0,http://www.theartinstituteofcincinnati.com/aic/master_content.html,3.59,1384,31
The Art Institute of Colorado,Denver,CO,0,0,http://www.aic.artinstitutes.edu,3.09,1208,27
The Art Institute of Dallas,Dallas,TX,0,0,http://www.aid.edu,3.32,1227,27
The Art Institute of Fort Lauderdale Inc,Fort Lauderdale,FL,0,0,http://www.aifl.edu,3.55,1148,26
The Art Institute of Houston,Houston,TX,0,0,http://www.aih.aii.edu,3.11,1119,25
The Art Institute of Indianapolis,Indianapolis,IN,0,0,http://www.aii.edu/indianapolis,3.69,1287,29
The Art Institute of Las Vegas,Henderson,NV,0,0,http://www.ailv.artinstitutes.edu,3.49,1342,30
The Art Institute of New York City,New York,NY,0,0,http://www.ainyc.artinstitute.edu,3.01,1149,26
The Art Institute of Ohio-Cincinnati,Cincinnati,OH,0,0,http://www.aioc.artinstitutes.edu,3.09,1345,30
The Art Institute of Philadelphia,Philadelphia,PA,0,0,http://www.artinstitutes.edu/philadelphia/,3.11,1210,27
The Art Institute of Pittsburgh,Pittsburgh,PA,0,0,http://www.aip.aii.edu,3.61,1361,30
The Art Institute of Portland,Portland,OR,0,0,http://www.artinstitutes.edu/portland/,3.01,1111,25
The Art Institute of Salt Lake City,Draper,UT,0,0,,3.53,1321,30
The Art Institute of Seattle,Seattle,WA,0,0,http://www.ais.edu,3.09,1442,32
The Art Institute of Tennessee-Nashville,Nashville,TN,0,0,http://www.artinstitutes.edu/nashville/,3.5,1139,25
The Art Institute of Tucson,Tucson,AZ,0,0,http://www.aitustaff,3.12,1399,31
The Art Institute of Washington,Arlington,VA,0,0,http://www.aiw.aii.edu,3.17,1412,32
The Art Institutes International Minnesota,Minneapolis,MN,0,0,http://www.aim.artinstitutes.edu,3,1169,26
The Art Institutes of York-PA,York,PA,0,0,http://www.bradleyacademy.edu,3.2,1446,32
The Baptist College of Florida,Graceville,FL,1,8982,http://www.baptistcollege.edu,3.6,1105,25
